,income,label
8620, <=50K.,0
8621, <=50K.,0
8622, <=50K.,0
8623, <=50K.,0
8624, <=50K.,0
8625, <=50K.,0
8626, <=50K.,0
8627, <=50K.,0
8628, <=50K.,0
8629, <=50K.,0
8630, >50K.,1
8631, >50K.,1
8632, <=50K.,0
8633, >50K.,1
8634, >50K.,1
8635, <=50K.,0
8636, <=50K.,0
8637, <=50K.,0
8638, >50K.,1
8639, <=50K.,0
8640, <=50K.,0
8641, <=50K.,0
8642, >50K.,1
8643, <=50K.,0
8644, <=50K.,0
8645, <=50K.,0
8646, <=50K.,0
8647, <=50K.,0
8648, <=50K.,0
8649, <=50K.,0
8650, <=50K.,0
8651, >50K.,1
8652, <=50K.,0
8653, >50K.,1
8654, >50K.,1
8655, <=50K.,0
8656, <=50K.,0
8657, <=50K.,0
8658, <=50K.,0
8659, <=50K.,0
8660, <=50K.,0
8661, <=50K.,0
8662, <=50K.,0
8663, >50K.,1
8664, <=50K.,0
8665, >50K.,1
8666, >50K.,1
8667, <=50K.,0
8668, >50K.,1
8669, <=50K.,0
8670, <=50K.,0
8671, <=50K.,0
8672, <=50K.,0
8673, <=50K.,0
8674, <=50K.,0
8675, >50K.,1
8676, >50K.,1
8677, <=50K.,0
8678, <=50K.,0
8679, >50K.,1
8680, >50K.,1
8681, <=50K.,0
8682, <=50K.,0
8683, >50K.,1
8684, <=50K.,0
8685, <=50K.,0
8686, <=50K.,0
8687, <=50K.,0
8688, <=50K.,0
8689, <=50K.,0
8690, <=50K.,0
8691, <=50K.,0
8692, >50K.,1
8693, <=50K.,0
8694, <=50K.,0
8695, <=50K.,0
8696, <=50K.,0
8697, <=50K.,0
8698, >50K.,1
8699, >50K.,1
8700, <=50K.,0
8701, <=50K.,0
8702, <=50K.,0
8703, >50K.,1
8704, >50K.,1
8705, >50K.,1
8706, <=50K.,0
8707, <=50K.,0
8708, <=50K.,0
8709, <=50K.,0
8710, <=50K.,0
8711, >50K.,1
8712, <=50K.,0
8713, <=50K.,0
8714, <=50K.,0
8715, >50K.,1
8716, >50K.,1
8717, <=50K.,0
8718, <=50K.,0
8719, >50K.,1
8720, <=50K.,0
8721, <=50K.,0
8722, <=50K.,0
8723, <=50K.,0
8724, <=50K.,0
8725, <=50K.,0
8726, <=50K.,0
8727, <=50K.,0
8728, <=50K.,0
8729, <=50K.,0
8730, <=50K.,0
8731, <=50K.,0
8732, <=50K.,0
8733, <=50K.,0
8734, >50K.,1
8735, <=50K.,0
8736, <=50K.,0
8737, <=50K.,0
8738, >50K.,1
8739, <=50K.,0
8740, >50K.,1
8741, <=50K.,0
8742, <=50K.,0
8743, <=50K.,0
8744, <=50K.,0
8745, <=50K.,0
8746, >50K.,1
8747, <=50K.,0
8748, <=50K.,0
8749, <=50K.,0
8750, <=50K.,0
8751, <=50K.,0
8752, <=50K.,0
8753, <=50K.,0
8754, <=50K.,0
8755, >50K.,1
8756, <=50K.,0
8757, >50K.,1
8758, <=50K.,0
8759, >50K.,1
8760, <=50K.,0
8761, <=50K.,0
8762, <=50K.,0
8763, <=50K.,0
8764, <=50K.,0
8765, <=50K.,0
8766, <=50K.,0
8767, <=50K.,0
8768, >50K.,1
8769, <=50K.,0
8770, <=50K.,0
8771, <=50K.,0
8772, <=50K.,0
8773, <=50K.,0
8774, >50K.,1
8775, <=50K.,0
8776, >50K.,1
8777, >50K.,1
8778, >50K.,1
8779, <=50K.,0
8780, >50K.,1
8781, <=50K.,0
8782, >50K.,1
8783, <=50K.,0
8784, <=50K.,0
8785, <=50K.,0
8786, <=50K.,0
8787, <=50K.,0
8788, >50K.,1
8789, <=50K.,0
8790, <=50K.,0
8791, <=50K.,0
8792, <=50K.,0
8793, >50K.,1
8794, <=50K.,0
8795, <=50K.,0
8796, <=50K.,0
8797, <=50K.,0
8798, <=50K.,0
8799, >50K.,1
8800, >50K.,1
8801, >50K.,1
8802, <=50K.,0
8803, <=50K.,0
8804, <=50K.,0
8805, <=50K.,0
8806, <=50K.,0
8807, <=50K.,0
8808, <=50K.,0
8809, <=50K.,0
8810, <=50K.,0
8811, <=50K.,0
8812, <=50K.,0
8813, <=50K.,0
8814, >50K.,1
8815, >50K.,1
8816, <=50K.,0
8817, >50K.,1
8818, <=50K.,0
8819, <=50K.,0
8820, <=50K.,0
8821, <=50K.,0
8822, <=50K.,0
8823, <=50K.,0
8824, >50K.,1
8825, <=50K.,0
8826, <=50K.,0
8827, >50K.,1
8828, <=50K.,0
8829, <=50K.,0
8830, <=50K.,0
8831, <=50K.,0
8832, <=50K.,0
8833, <=50K.,0
8834, <=50K.,0
8835, <=50K.,0
8836, <=50K.,0
8837, <=50K.,0
8838, <=50K.,0
8839, <=50K.,0
8840, >50K.,1
8841, <=50K.,0
8842, <=50K.,0
8843, <=50K.,0
8844, <=50K.,0
8845, <=50K.,0
8846, <=50K.,0
8847, <=50K.,0
8848, <=50K.,0
8849, <=50K.,0
8850, >50K.,1
8851, >50K.,1
8852, <=50K.,0
8853, <=50K.,0
8854, <=50K.,0
8855, >50K.,1
8856, <=50K.,0
8857, >50K.,1
8858, <=50K.,0
8859, >50K.,1
8860, <=50K.,0
8861, >50K.,1
8862, <=50K.,0
8863, <=50K.,0
8864, <=50K.,0
8865, <=50K.,0
8866, <=50K.,0
8867, >50K.,1
8868, <=50K.,0
8869, <=50K.,0
8870, <=50K.,0
8871, <=50K.,0
8872, <=50K.,0
8873, <=50K.,0
8874, <=50K.,0
8875, <=50K.,0
8876, <=50K.,0
8877, >50K.,1
8878, <=50K.,0
8879, >50K.,1
8880, <=50K.,0
8881, <=50K.,0
8882, >50K.,1
8883, >50K.,1
8884, <=50K.,0
8885, <=50K.,0
8886, <=50K.,0
8887, <=50K.,0
8888, >50K.,1
8889, <=50K.,0
8890, <=50K.,0
8891, <=50K.,0
8892, <=50K.,0
8893, >50K.,1
8894, >50K.,1
8895, >50K.,1
8896, <=50K.,0
8897, <=50K.,0
8898, <=50K.,0
8899, >50K.,1
8900, <=50K.,0
8901, <=50K.,0
8902, <=50K.,0
8903, >50K.,1
8904, <=50K.,0
8905, <=50K.,0
8906, <=50K.,0
8907, <=50K.,0
8908, <=50K.,0
8909, <=50K.,0
8910, <=50K.,0
8911, <=50K.,0
8912, <=50K.,0
8913, >50K.,1
8914, <=50K.,0
8915, >50K.,1
8916, <=50K.,0
8917, <=50K.,0
8918, >50K.,1
8919, <=50K.,0
8920, <=50K.,0
8921, <=50K.,0
8922, <=50K.,0
8923, >50K.,1
8924, >50K.,1
8925, <=50K.,0
8926, >50K.,1
8927, <=50K.,0
8928, <=50K.,0
8929, <=50K.,0
8930, <=50K.,0
8931, <=50K.,0
8932, <=50K.,0
8933, <=50K.,0
8934, <=50K.,0
8935, <=50K.,0
8936, <=50K.,0
8937, <=50K.,0
8938, <=50K.,0
8939, <=50K.,0
8940, <=50K.,0
8941, >50K.,1
8942, <=50K.,0
8943, >50K.,1
8944, >50K.,1
8945, >50K.,1
8946, >50K.,1
8947, <=50K.,0
8948, <=50K.,0
8949, <=50K.,0
8950, >50K.,1
8951, <=50K.,0
8952, <=50K.,0
8953, <=50K.,0
8954, <=50K.,0
8955, <=50K.,0
8956, <=50K.,0
8957, >50K.,1
8958, <=50K.,0
8959, >50K.,1
8960, >50K.,1
8961, >50K.,1
8962, <=50K.,0
8963, <=50K.,0
8964, >50K.,1
8965, >50K.,1
8966, <=50K.,0
8967, <=50K.,0
8968, <=50K.,0
8969, <=50K.,0
8970, <=50K.,0
8971, <=50K.,0
8972, <=50K.,0
8973, <=50K.,0
8974, <=50K.,0
8975, <=50K.,0
8976, <=50K.,0
8977, <=50K.,0
8978, <=50K.,0
8979, <=50K.,0
8980, <=50K.,0
8981, <=50K.,0
8982, <=50K.,0
8983, <=50K.,0
8984, <=50K.,0
8985, <=50K.,0
8986, >50K.,1
8987, <=50K.,0
8988, <=50K.,0
8989, <=50K.,0
8990, <=50K.,0
8991, <=50K.,0
8992, >50K.,1
8993, <=50K.,0
8994, <=50K.,0
8995, <=50K.,0
8996, >50K.,1
8997, <=50K.,0
8998, <=50K.,0
8999, >50K.,1
9000, <=50K.,0
9001, >50K.,1
9002, <=50K.,0
9003, >50K.,1
9004, <=50K.,0
9005, <=50K.,0
9006, >50K.,1
9007, <=50K.,0
9008, <=50K.,0
9009, >50K.,1
9010, <=50K.,0
9011, <=50K.,0
9012, >50K.,1
9013, <=50K.,0
9014, <=50K.,0
9015, <=50K.,0
9016, <=50K.,0
9017, <=50K.,0
9018, <=50K.,0
9019, <=50K.,0
9020, >50K.,1
9021, <=50K.,0
9022, <=50K.,0
9023, <=50K.,0
9024, <=50K.,0
9025, <=50K.,0
9026, <=50K.,0
9027, >50K.,1
9028, >50K.,1
9029, >50K.,1
9030, <=50K.,0
9031, <=50K.,0
9032, <=50K.,0
9033, >50K.,1
9034, <=50K.,0
9035, <=50K.,0
9036, >50K.,1
9037, <=50K.,0
9038, >50K.,1
9039, <=50K.,0
9040, <=50K.,0
9041, >50K.,1
9042, <=50K.,0
9043, <=50K.,0
9044, <=50K.,0
9045, <=50K.,0
9046, >50K.,1
9047, <=50K.,0
9048, <=50K.,0
9049, <=50K.,0
9050, <=50K.,0
9051, <=50K.,0
9052, <=50K.,0
9053, <=50K.,0
9054, <=50K.,0
9055, <=50K.,0
9056, <=50K.,0
9057, <=50K.,0
9058, <=50K.,0
9059, <=50K.,0
9060, <=50K.,0
9061, <=50K.,0
9062, <=50K.,0
9063, <=50K.,0
9064, <=50K.,0
9065, <=50K.,0
9066, <=50K.,0
9067, <=50K.,0
9068, <=50K.,0
9069, <=50K.,0
9070, <=50K.,0
9071, <=50K.,0
9072, >50K.,1
9073, <=50K.,0
9074, >50K.,1
9075, <=50K.,0
9076, <=50K.,0
9077, <=50K.,0
9078, <=50K.,0
9079, <=50K.,0
9080, <=50K.,0
9081, <=50K.,0
9082, <=50K.,0
9083, <=50K.,0
9084, <=50K.,0
9085, <=50K.,0
9086, <=50K.,0
9087, <=50K.,0
9088, >50K.,1
9089, <=50K.,0
9090, <=50K.,0
9091, <=50K.,0
9092, <=50K.,0
9093, >50K.,1
9094, <=50K.,0
9095, <=50K.,0
9096, >50K.,1
9097, >50K.,1
9098, >50K.,1
9099, >50K.,1
9100, <=50K.,0
9101, <=50K.,0
9102, <=50K.,0
9103, <=50K.,0
9104, <=50K.,0
9105, <=50K.,0
9106, >50K.,1
9107, <=50K.,0
9108, <=50K.,0
9109, <=50K.,0
9110, <=50K.,0
9111, <=50K.,0
9112, >50K.,1
9113, <=50K.,0
9114, >50K.,1
9115, <=50K.,0
9116, <=50K.,0
9117, >50K.,1
9118, >50K.,1
9119, <=50K.,0
9120, >50K.,1
9121, <=50K.,0
9122, <=50K.,0
9123, <=50K.,0
9124, <=50K.,0
9125, <=50K.,0
9126, <=50K.,0
9127, <=50K.,0
9128, <=50K.,0
9129, >50K.,1
9130, <=50K.,0
9131, >50K.,1
9132, <=50K.,0
9133, <=50K.,0
9134, <=50K.,0
9135, <=50K.,0
9136, <=50K.,0
9137, <=50K.,0
9138, >50K.,1
9139, <=50K.,0
9140, <=50K.,0
9141, <=50K.,0
9142, <=50K.,0
9143, <=50K.,0
9144, <=50K.,0
9145, <=50K.,0
9146, <=50K.,0
9147, <=50K.,0
9148, <=50K.,0
9149, <=50K.,0
9150, <=50K.,0
9151, <=50K.,0
9152, <=50K.,0
9153, <=50K.,0
9154, >50K.,1
9155, <=50K.,0
9156, <=50K.,0
9157, <=50K.,0
9158, >50K.,1
9159, <=50K.,0
9160, <=50K.,0
9161, <=50K.,0
9162, <=50K.,0
9163, <=50K.,0
9164, <=50K.,0
9165, <=50K.,0
9166, <=50K.,0
9167, >50K.,1
9168, <=50K.,0
9169, <=50K.,0
9170, >50K.,1
9171, >50K.,1
9172, <=50K.,0
9173, <=50K.,0
9174, <=50K.,0
9175, <=50K.,0
9176, <=50K.,0
9177, <=50K.,0
9178, <=50K.,0
9179, <=50K.,0
9180, <=50K.,0
9181, <=50K.,0
9182, <=50K.,0
9183, <=50K.,0
9184, <=50K.,0
9185, >50K.,1
9186, >50K.,1
9187, >50K.,1
9188, <=50K.,0
9189, >50K.,1
9190, <=50K.,0
9191, <=50K.,0
9192, >50K.,1
9193, >50K.,1
9194, <=50K.,0
9195, <=50K.,0
9196, <=50K.,0
9197, <=50K.,0
9198, <=50K.,0
9199, >50K.,1
9200, >50K.,1
9201, <=50K.,0
9202, >50K.,1
9203, <=50K.,0
9204, <=50K.,0
9205, >50K.,1
9206, >50K.,1
9207, <=50K.,0
9208, >50K.,1
9209, <=50K.,0
9210, >50K.,1
9211, <=50K.,0
9212, <=50K.,0
9213, <=50K.,0
9214, >50K.,1
9215, <=50K.,0
9216, >50K.,1
9217, <=50K.,0
9218, <=50K.,0
9219, <=50K.,0
9220, <=50K.,0
9221, <=50K.,0
9222, <=50K.,0
9223, <=50K.,0
9224, >50K.,1
9225, <=50K.,0
9226, <=50K.,0
9227, >50K.,1
9228, <=50K.,0
9229, <=50K.,0
9230, <=50K.,0
9231, >50K.,1
9232, <=50K.,0
9233, <=50K.,0
9234, <=50K.,0
9235, <=50K.,0
9236, <=50K.,0
9237, <=50K.,0
9238, <=50K.,0
9239, <=50K.,0
9240, <=50K.,0
9241, >50K.,1
9242, <=50K.,0
9243, <=50K.,0
9244, <=50K.,0
9245, >50K.,1
9246, >50K.,1
9247, <=50K.,0
9248, >50K.,1
9249, <=50K.,0
9250, <=50K.,0
9251, <=50K.,0
9252, <=50K.,0
9253, <=50K.,0
9254, <=50K.,0
9255, <=50K.,0
9256, >50K.,1
9257, <=50K.,0
9258, >50K.,1
9259, <=50K.,0
9260, <=50K.,0
9261, <=50K.,0
9262, <=50K.,0
9263, <=50K.,0
9264, <=50K.,0
9265, <=50K.,0
9266, <=50K.,0
9267, >50K.,1
9268, <=50K.,0
9269, <=50K.,0
9270, <=50K.,0
9271, <=50K.,0
9272, <=50K.,0
9273, <=50K.,0
9274, >50K.,1
9275, <=50K.,0
9276, <=50K.,0
9277, <=50K.,0
9278, <=50K.,0
9279, >50K.,1
9280, >50K.,1
9281, <=50K.,0
9282, <=50K.,0
9283, <=50K.,0
9284, <=50K.,0
9285, <=50K.,0
9286, <=50K.,0
9287, <=50K.,0
9288, <=50K.,0
9289, <=50K.,0
9290, <=50K.,0
9291, <=50K.,0
9292, <=50K.,0
9293, <=50K.,0
9294, <=50K.,0
9295, <=50K.,0
9296, <=50K.,0
9297, >50K.,1
9298, >50K.,1
9299, <=50K.,0
9300, <=50K.,0
9301, <=50K.,0
9302, <=50K.,0
9303, <=50K.,0
9304, <=50K.,0
9305, <=50K.,0
9306, <=50K.,0
9307, >50K.,1
9308, <=50K.,0
9309, <=50K.,0
9310, <=50K.,0
9311, <=50K.,0
9312, <=50K.,0
9313, >50K.,1
9314, <=50K.,0
9315, <=50K.,0
9316, <=50K.,0
9317, >50K.,1
9318, >50K.,1
9319, <=50K.,0
9320, <=50K.,0
9321, <=50K.,0
9322, <=50K.,0
9323, <=50K.,0
9324, <=50K.,0
9325, >50K.,1
9326, <=50K.,0
9327, <=50K.,0
9328, <=50K.,0
9329, <=50K.,0
9330, >50K.,1
9331, >50K.,1
9332, <=50K.,0
9333, >50K.,1
9334, >50K.,1
9335, >50K.,1
9336, <=50K.,0
9337, <=50K.,0
9338, <=50K.,0
9339, >50K.,1
9340, <=50K.,0
9341, >50K.,1
9342, <=50K.,0
9343, >50K.,1
9344, <=50K.,0
9345, <=50K.,0
9346, <=50K.,0
9347, >50K.,1
9348, <=50K.,0
9349, >50K.,1
9350, <=50K.,0
9351, <=50K.,0
9352, >50K.,1
9353, >50K.,1
9354, <=50K.,0
9355, <=50K.,0
9356, <=50K.,0
9357, <=50K.,0
9358, <=50K.,0
9359, <=50K.,0
9360, <=50K.,0
9361, <=50K.,0
9362, <=50K.,0
9363, <=50K.,0
9364, <=50K.,0
9365, <=50K.,0
9366, <=50K.,0
9367, <=50K.,0
9368, <=50K.,0
9369, <=50K.,0
9370, <=50K.,0
9371, >50K.,1
9372, <=50K.,0
9373, <=50K.,0
9374, <=50K.,0
9375, >50K.,1
9376, <=50K.,0
9377, <=50K.,0
9378, >50K.,1
9379, <=50K.,0
9380, <=50K.,0
9381, <=50K.,0
9382, <=50K.,0
9383, <=50K.,0
9384, <=50K.,0
9385, >50K.,1
9386, <=50K.,0
9387, <=50K.,0
9388, <=50K.,0
9389, <=50K.,0
9390, <=50K.,0
9391, >50K.,1
9392, <=50K.,0
9393, <=50K.,0
9394, >50K.,1
9395, >50K.,1
9396, <=50K.,0
9397, <=50K.,0
9398, <=50K.,0
9399, >50K.,1
9400, <=50K.,0
9401, <=50K.,0
9402, >50K.,1
9403, >50K.,1
9404, >50K.,1
9405, <=50K.,0
9406, >50K.,1
9407, >50K.,1
9408, <=50K.,0
9409, <=50K.,0
9410, <=50K.,0
9411, <=50K.,0
9412, >50K.,1
9413, <=50K.,0
9414, <=50K.,0
9415, <=50K.,0
9416, <=50K.,0
9417, <=50K.,0
9418, >50K.,1
9419, <=50K.,0
9420, <=50K.,0
9421, >50K.,1
9422, <=50K.,0
9423, <=50K.,0
9424, <=50K.,0
9425, <=50K.,0
9426, <=50K.,0
9427, >50K.,1
9428, <=50K.,0
9429, <=50K.,0
9430, >50K.,1
9431, <=50K.,0
9432, <=50K.,0
9433, <=50K.,0
9434, <=50K.,0
9435, >50K.,1
9436, >50K.,1
9437, <=50K.,0
9438, <=50K.,0
9439, >50K.,1
9440, <=50K.,0
9441, <=50K.,0
9442, >50K.,1
9443, <=50K.,0
9444, <=50K.,0
9445, >50K.,1
9446, <=50K.,0
9447, <=50K.,0
9448, <=50K.,0
9449, >50K.,1
9450, <=50K.,0
9451, >50K.,1
9452, >50K.,1
9453, <=50K.,0
9454, <=50K.,0
9455, <=50K.,0
9456, <=50K.,0
9457, <=50K.,0
9458, <=50K.,0
9459, >50K.,1
9460, <=50K.,0
9461, >50K.,1
9462, <=50K.,0
9463, <=50K.,0
9464, >50K.,1
9465, <=50K.,0
9466, <=50K.,0
9467, >50K.,1
9468, >50K.,1
9469, <=50K.,0
9470, >50K.,1
9471, <=50K.,0
9472, <=50K.,0
9473, >50K.,1
9474, >50K.,1
9475, <=50K.,0
9476, <=50K.,0
9477, >50K.,1
9478, <=50K.,0
9479, <=50K.,0
9480, <=50K.,0
9481, <=50K.,0
9482, >50K.,1
9483, >50K.,1
9484, >50K.,1
9485, <=50K.,0
9486, <=50K.,0
9487, >50K.,1
9488, >50K.,1
9489, <=50K.,0
9490, <=50K.,0
9491, <=50K.,0
9492, <=50K.,0
9493, <=50K.,0
9494, <=50K.,0
9495, <=50K.,0
9496, >50K.,1
9497, <=50K.,0
9498, <=50K.,0
9499, <=50K.,0
9500, <=50K.,0
9501, <=50K.,0
9502, <=50K.,0
9503, <=50K.,0
9504, >50K.,1
9505, >50K.,1
9506, <=50K.,0
9507, <=50K.,0
9508, <=50K.,0
9509, <=50K.,0
9510, >50K.,1
9511, <=50K.,0
9512, <=50K.,0
9513, <=50K.,0
9514, <=50K.,0
9515, <=50K.,0
9516, <=50K.,0
9517, <=50K.,0
9518, <=50K.,0
9519, >50K.,1
9520, >50K.,1
9521, >50K.,1
9522, <=50K.,0
9523, >50K.,1
9524, >50K.,1
9525, >50K.,1
9526, <=50K.,0
9527, <=50K.,0
9528, <=50K.,0
9529, <=50K.,0
9530, <=50K.,0
9531, <=50K.,0
9532, <=50K.,0
9533, <=50K.,0
9534, <=50K.,0
9535, <=50K.,0
9536, <=50K.,0
9537, <=50K.,0
9538, <=50K.,0
9539, <=50K.,0
9540, >50K.,1
9541, <=50K.,0
9542, >50K.,1
9543, <=50K.,0
9544, >50K.,1
9545, <=50K.,0
9546, >50K.,1
9547, >50K.,1
9548, >50K.,1
9549, <=50K.,0
9550, <=50K.,0
9551, <=50K.,0
9552, <=50K.,0
9553, <=50K.,0
9554, <=50K.,0
9555, <=50K.,0
9556, <=50K.,0
9557, <=50K.,0
9558, <=50K.,0
9559, <=50K.,0
9560, <=50K.,0
9561, <=50K.,0
9562, <=50K.,0
9563, <=50K.,0
9564, >50K.,1
9565, <=50K.,0
9566, >50K.,1
9567, <=50K.,0
9568, >50K.,1
9569, <=50K.,0
9570, >50K.,1
9571, <=50K.,0
9572, >50K.,1
9573, <=50K.,0
9574, >50K.,1
9575, <=50K.,0
9576, >50K.,1
9577, >50K.,1
9578, <=50K.,0
9579, <=50K.,0
9580, <=50K.,0
9581, <=50K.,0
9582, <=50K.,0
9583, <=50K.,0
9584, <=50K.,0
9585, <=50K.,0
9586, <=50K.,0
9587, <=50K.,0
9588, <=50K.,0
9589, >50K.,1
9590, <=50K.,0
9591, <=50K.,0
9592, <=50K.,0
9593, <=50K.,0
9594, <=50K.,0
9595, <=50K.,0
9596, <=50K.,0
9597, <=50K.,0
9598, <=50K.,0
9599, <=50K.,0
9600, >50K.,1
9601, <=50K.,0
9602, <=50K.,0
9603, <=50K.,0
9604, <=50K.,0
9605, <=50K.,0
9606, >50K.,1
9607, <=50K.,0
9608, <=50K.,0
9609, <=50K.,0
9610, <=50K.,0
9611, <=50K.,0
9612, >50K.,1
9613, >50K.,1
9614, <=50K.,0
9615, >50K.,1
9616, >50K.,1
9617, <=50K.,0
9618, <=50K.,0
9619, >50K.,1
9620, >50K.,1
9621, <=50K.,0
9622, <=50K.,0
9623, <=50K.,0
9624, >50K.,1
9625, <=50K.,0
9626, >50K.,1
9627, >50K.,1
9628, <=50K.,0
9629, <=50K.,0
9630, <=50K.,0
9631, <=50K.,0
9632, >50K.,1
9633, <=50K.,0
9634, <=50K.,0
9635, <=50K.,0
9636, <=50K.,0
9637, <=50K.,0
9638, <=50K.,0
9639, <=50K.,0
9640, <=50K.,0
9641, >50K.,1
9642, <=50K.,0
9643, <=50K.,0
9644, <=50K.,0
9645, <=50K.,0
9646, <=50K.,0
9647, <=50K.,0
9648, <=50K.,0
9649, <=50K.,0
9650, <=50K.,0
9651, <=50K.,0
9652, <=50K.,0
9653, <=50K.,0
9654, >50K.,1
9655, <=50K.,0
9656, <=50K.,0
9657, <=50K.,0
9658, <=50K.,0
9659, <=50K.,0
9660, <=50K.,0
9661, >50K.,1
9662, >50K.,1
9663, <=50K.,0
9664, <=50K.,0
9665, <=50K.,0
9666, <=50K.,0
9667, <=50K.,0
9668, >50K.,1
9669, <=50K.,0
9670, <=50K.,0
9671, >50K.,1
9672, <=50K.,0
9673, <=50K.,0
9674, <=50K.,0
9675, <=50K.,0
9676, >50K.,1
9677, <=50K.,0
9678, <=50K.,0
9679, <=50K.,0
9680, <=50K.,0
9681, <=50K.,0
9682, <=50K.,0
9683, <=50K.,0
9684, <=50K.,0
9685, <=50K.,0
9686, <=50K.,0
9687, <=50K.,0
9688, >50K.,1
9689, <=50K.,0
9690, <=50K.,0
9691, <=50K.,0
9692, >50K.,1
9693, <=50K.,0
9694, >50K.,1
9695, <=50K.,0
9696, <=50K.,0
9697, >50K.,1
9698, >50K.,1
9699, <=50K.,0
9700, >50K.,1
9701, >50K.,1
9702, <=50K.,0
9703, <=50K.,0
9704, >50K.,1
9705, <=50K.,0
9706, <=50K.,0
9707, <=50K.,0
9708, <=50K.,0
9709, <=50K.,0
9710, <=50K.,0
9711, <=50K.,0
9712, <=50K.,0
9713, >50K.,1
9714, <=50K.,0
9715, <=50K.,0
9716, >50K.,1
9717, <=50K.,0
9718, <=50K.,0
9719, <=50K.,0
9720, <=50K.,0
9721, >50K.,1
9722, <=50K.,0
9723, >50K.,1
9724, <=50K.,0
9725, <=50K.,0
9726, <=50K.,0
9727, >50K.,1
9728, <=50K.,0
9729, <=50K.,0
9730, >50K.,1
9731, <=50K.,0
9732, <=50K.,0
9733, <=50K.,0
9734, <=50K.,0
9735, <=50K.,0
9736, <=50K.,0
9737, >50K.,1
9738, <=50K.,0
9739, <=50K.,0
9740, >50K.,1
9741, <=50K.,0
9742, <=50K.,0
9743, <=50K.,0
9744, <=50K.,0
9745, <=50K.,0
9746, <=50K.,0
9747, <=50K.,0
9748, <=50K.,0
9749, >50K.,1
9750, <=50K.,0
9751, >50K.,1
9752, <=50K.,0
9753, <=50K.,0
9754, <=50K.,0
9755, <=50K.,0
9756, <=50K.,0
9757, <=50K.,0
9758, >50K.,1
9759, <=50K.,0
9760, <=50K.,0
9761, <=50K.,0
9762, <=50K.,0
9763, <=50K.,0
9764, <=50K.,0
9765, <=50K.,0
9766, <=50K.,0
9767, >50K.,1
9768, >50K.,1
9769, <=50K.,0
9770, <=50K.,0
9771, <=50K.,0
9772, >50K.,1
9773, <=50K.,0
9774, <=50K.,0
9775, <=50K.,0
9776, <=50K.,0
9777, <=50K.,0
9778, <=50K.,0
9779, <=50K.,0
9780, >50K.,1
9781, >50K.,1
9782, >50K.,1
9783, <=50K.,0
9784, <=50K.,0
9785, >50K.,1
9786, <=50K.,0
9787, >50K.,1
9788, <=50K.,0
9789, <=50K.,0
9790, <=50K.,0
9791, >50K.,1
9792, >50K.,1
9793, <=50K.,0
9794, >50K.,1
9795, >50K.,1
9796, >50K.,1
9797, <=50K.,0
9798, <=50K.,0
9799, <=50K.,0
9800, <=50K.,0
9801, <=50K.,0
9802, <=50K.,0
9803, <=50K.,0
9804, <=50K.,0
9805, <=50K.,0
9806, <=50K.,0
9807, <=50K.,0
9808, <=50K.,0
9809, <=50K.,0
9810, <=50K.,0
9811, <=50K.,0
9812, <=50K.,0
9813, >50K.,1
9814, >50K.,1
9815, >50K.,1
9816, <=50K.,0
9817, <=50K.,0
9818, >50K.,1
9819, <=50K.,0
9820, <=50K.,0
9821, >50K.,1
9822, <=50K.,0
9823, <=50K.,0
9824, <=50K.,0
9825, <=50K.,0
9826, <=50K.,0
9827, <=50K.,0
9828, <=50K.,0
9829, <=50K.,0
9830, >50K.,1
9831, <=50K.,0
9832, <=50K.,0
9833, >50K.,1
9834, <=50K.,0
9835, <=50K.,0
9836, <=50K.,0
9837, <=50K.,0
9838, <=50K.,0
9839, >50K.,1
9840, <=50K.,0
9841, <=50K.,0
9842, >50K.,1
9843, <=50K.,0
9844, <=50K.,0
9845, <=50K.,0
9846, <=50K.,0
9847, <=50K.,0
9848, <=50K.,0
9849, <=50K.,0
9850, >50K.,1
9851, >50K.,1
9852, <=50K.,0
9853, <=50K.,0
9854, >50K.,1
9855, <=50K.,0
9856, <=50K.,0
9857, <=50K.,0
9858, <=50K.,0
9859, >50K.,1
9860, <=50K.,0
9861, <=50K.,0
9862, <=50K.,0
9863, >50K.,1
9864, <=50K.,0
9865, <=50K.,0
9866, <=50K.,0
9867, >50K.,1
9868, <=50K.,0
9869, >50K.,1
9870, <=50K.,0
9871, >50K.,1
9872, <=50K.,0
9873, >50K.,1
9874, >50K.,1
9875, <=50K.,0
9876, <=50K.,0
9877, >50K.,1
9878, <=50K.,0
9879, >50K.,1
9880, <=50K.,0
9881, <=50K.,0
9882, <=50K.,0
9883, <=50K.,0
9884, <=50K.,0
9885, <=50K.,0
9886, <=50K.,0
9887, <=50K.,0
9888, <=50K.,0
9889, <=50K.,0
9890, >50K.,1
9891, <=50K.,0
9892, >50K.,1
9893, >50K.,1
9894, <=50K.,0
9895, <=50K.,0
9896, >50K.,1
9897, <=50K.,0
9898, <=50K.,0
9899, >50K.,1
9900, >50K.,1
9901, <=50K.,0
9902, <=50K.,0
9903, <=50K.,0
9904, <=50K.,0
9905, >50K.,1
9906, <=50K.,0
9907, <=50K.,0
9908, <=50K.,0
9909, >50K.,1
9910, <=50K.,0
9911, <=50K.,0
9912, >50K.,1
9913, <=50K.,0
9914, <=50K.,0
9915, >50K.,1
9916, >50K.,1
9917, >50K.,1
9918, <=50K.,0
9919, >50K.,1
9920, >50K.,1
9921, >50K.,1
